name,l_deg,b_deg,radius_deg
4FGL J0057.5+6814 ,123.49776754855462,5.3709313336470235,0.4
4FGL J0057.7+3023 ,124.55754489483677,-32.454669306109494,0.4
4FGL J0057.9+6326 ,123.66344285012399,0.5760441787261806,0.4
4FGL J0058.0-7245e,302.2514579328705,-44.36958359350401,0.4
4FGL J0058.0-0539 ,127.41348539804565,-68.46925232362527,0.4
4FGL J0058.0-3233 ,288.56024487735004,-84.37672556066708,0.4
4FGL J0058.1+6915 ,123.53306264629371,6.396932528258895,0.4
4FGL J0058.3+1723 ,125.26867721636899,-45.45217482976934,0.4
4FGL J0058.3-4603 ,299.23621212640626,-71.0225377131189,0.4
4FGL J0058.4+3315 ,124.61562795934005,-29.598356109115848,0.4
4FGL J0058.6-1140 ,129.48990014795893,-74.45958079796155,0.4
4FGL J0059.2+0006 ,127.18054297694857,-62.690857416697376,0.4
4FGL J0059.3-0152 ,127.5542081673573,-64.67326488030821,0.4
4FGL J0059.4-5654 ,300.73035280902695,-60.185058954460224,0.4
4FGL J0059.5-3512 ,291.34534824146624,-81.7334849213348,0.4
4FGL J0059.5-3338 ,288.4038709530397,-83.25729678562607,0.4
4FGL J0059.7-7210 ,302.03730799216703,-44.93406831159503,0.4
4FGL J0100.3+0745 ,126.7963966915435,-55.039991264519166,0.4
4FGL J0101.0-0059 ,128.3737781081005,-63.760522498748806,0.4
4FGL J0101.1-6422 ,301.18915796502654,-52.726906843165445,0.4
4FGL J0101.3-8019 ,302.4130127355283,-36.794781251952124,0.4
4FGL J0101.7-5455 ,299.75165903045007,-62.13883593890358,0.4
4FGL J0101.8-7543 ,302.0738940960138,-41.37843335485456,0.4
4FGL J0102.0-6240 ,300.8431566555398,-54.40324942590228,0.4
4FGL J0102.0+1639 ,126.61588364307573,-46.143131894320575,0.4
4FGL J0102.1+5846 ,124.32301093483234,-4.064714245732251,0.4
4FGL J0102.1+4458 ,124.92797658756201,-17.86200709990624,0.4
4FGL J0102.3+1000 ,127.3934232180494,-52.76479160658002,0.4
4FGL J0102.4+4214 ,125.10450018189522,-20.588286479775253,0.4
